hour_of_day,day_of_week,month,is_weekend,patient_age,patient_sex,imd_quintile,comorbidity_count,previous_ed_visits_12m,re_attendance_72h,arrival_mode,pre_alert_received,chief_complaint,triage_category,news2_score,nhs_trust,ics_region,trust_type,bed_occupancy_pct,beds_available,staff_ratio,daily_ed_attendance,shift_total_arrivals,shift_ambulance_arrivals,ambulance_handover_delay_min,handover_breach_gt30min,wait_time_to_assessment_min,boarding_delay_min,queue_length_estimate,capacity_pressure_index,patient_acuity_score,wait_equity_delta_min,deteriorated_in_ed,admitted,occ_x_triage,wait_per_staff,acuity_x_cpi,night_high_occ,ambul_handover_stress,is_winter
0.0022278368,0.015622361,-0.08409671,0.0088479305,-0.033973776,0.021054318,-0.16145474,-0.10964445,0.006244014,-0.055765186,-0.11737365,0.00050706853,0.03180685,-0.3256563,0.024576059,0.16243158,0.048217837,-0.33285037,-0.5701921,-0.1609404,0.017749928,0.0041655945,-0.1036707,-0.03450861,-0.30030018,-0.10461805,-0.004240784,-0.7765726,-1.1128151,-0.1958297,-0.25436926,0.09232354,0.0024499183,-0.063040376,0.039702736,-0.16000807,-0.47044906,0.00025415904,-0.0028972153,0.0
0.03051617,0.0135909235,0.024829736,0.008589916,0.0016742696,0.039298743,0.04558382,-0.1458885,0.0068007535,0.0025233736,-0.1446749,0.0005911734,0.03948417,1.4649509,-0.07192963,0.17859136,0.043292116,-0.34057063,-0.5358237,-0.25579324,-0.36708188,0.06662894,0.05864231,0.00558381,-0.25939462,-0.07689336,-0.17093265,-0.5952339,-0.89188707,-0.061201476,0.39464694,-0.039922237,0.0015792609,-0.20051599,-0.51868534,-0.04177307,0.37711915,5.815976e-05,-0.0030720285,0.0
0.05207436,-0.13724427,0.07325707,0.011136869,-0.020616757,-0.08625339,0.051184915,-0.063758746,-0.008351634,0.0016496481,0.18560188,0.0024031093,0.038088918,-0.0068634003,0.030523939,0.051544413,0.016826656,0.16689156,0.13432002,-0.26537704,-0.031573307,-0.11155936,-0.10643412,-0.0140416585,0.21732247,-0.106275454,0.106513806,-0.08983846,-1.0157259,-0.13551259,-0.12387299,0.031115863,0.0031200994,-0.21883817,-1.1090643,-0.09506374,-0.27612174,5.815976e-05,-0.0034137676,0.0
0.023290614,-0.06327366,0.0076006395,0.006874186,0.032929573,0.030151596,0.037348464,-0.13648792,0.008679433,0.00041089335,-0.21785863,0.0007073717,0.025222613,1.0000399,-0.047237672,-0.100225806,0.02647468,0.13216898,-0.14007364,0.19816874,-0.1484485,-0.0038638841,-0.11116605,0.009808208,-0.26871744,-0.098076046,0.94628483,-0.3847915,1.1885326,-0.031745613,0.25024644,-0.08849771,0.0013632885,-0.04567137,-0.6842904,0.31612676,0.35363963,0.00011443191,-0.004240028,0.0
0.008808672,0.0371229,-0.15823165,-0.02377789,-0.020220019,0.04780493,0.03143721,0.19651422,0.013808486,0.0038827553,0.157763,0.0006784588,0.037725262,0.067249164,0.025766294,-0.16932675,0.03404264,0.09642223,0.17797016,0.22647211,-0.3743647,0.04529838,0.08316194,-0.015540235,-0.37367773,-0.095714696,-0.33210072,0.024249975,2.008415,0.0032863785,-0.0889121,-0.027305031,-0.0005716549,-0.04907806,-1.1652703,0.04870881,0.028095046,0.00025415904,-0.0051233433,0.0
0.01492647,0.030247485,-0.010693481,0.012475721,0.027251879,0.031113211,-0.08905262,0.11070665,0.014625416,0.0025393413,0.11649821,-0.00017196487,-0.068723254,-0.5508352,0.028541941,0.17988835,0.017056927,-0.41600233,-0.7044883,-0.13702868,-0.36669403,-0.015520452,0.070664555,-0.02096691,0.045276877,-0.08450988,-0.668938,0.822357,0.013837175,0.008804973,-0.23281436,0.056430023,0.0017603805,-0.07207359,1.1757692,-0.15305564,-0.33437973,0.00028338123,-0.00487209,0.0
0.021786593,0.019213116,-0.027072309,0.008581215,0.0037032268,0.07803969,0.02553543,-0.2061298,0.005835825,0.002435314,0.17018074,0.0014692704,-0.035939425,0.08361414,-0.009601589,0.10300594,-0.045601018,-0.3242416,0.66347224,-0.12414182,-0.34918827,0.014851591,0.017476708,-0.008368685,0.40428096,0.5697331,-0.6898438,0.53350204,-1.2116232,0.00020339899,-0.054069113,-0.03123831,-0.12860796,-0.07545552,-0.97826844,-0.15685476,0.05655698,0.00014365409,0.1107936,0.0
0.015773442,0.011324683,0.0035516988,0.008358089,0.041724425,0.0404902,0.05944481,-0.16328518,0.012324033,0.0024024632,-0.14322568,0.0010709851,-0.17448767,-0.3125457,0.017623657,0.10418947,-0.03176815,-0.28439176,0.59551316,-0.099126585,0.028338943,0.041392848,-0.09511338,-0.06890483,-0.19920065,-0.12743615,-0.3510481,0.11290815,-1.0802164,-0.107934184,-0.2736777,-0.044561762,0.0022500518,-0.14609073,0.19212568,-0.2535335,-0.5023047,5.815976e-05,-0.004424096,0.0
0.027237598,0.0397438,0.03122508,-0.0045717764,-0.1667082,0.05335632,0.03476789,-0.07097273,0.01587935,0.002063725,-0.1854815,-0.0007097403,-0.0626069,-0.20881487,0.020996055,-0.18429764,0.048730016,0.10316611,-0.6078406,0.2178621,-0.31739432,0.058398362,0.10779166,-0.007968999,-0.25346187,-0.10503401,0.3514923,0.06054909,1.3226544,-0.051201772,-0.25409254,0.018380346,-0.0003229185,-0.05689167,0.03416669,0.3106911,-0.2091709,0.00025415904,-0.0045678345,0.0
0.025749117,0.0033991851,-0.028598022,0.013776498,0.024855208,0.03625568,-0.063435555,0.11133676,0.017798962,0.0024227635,0.18290952,0.0012567667,0.033269767,0.06586516,0.025990084,-0.107387915,0.0050841365,0.18046269,-0.21614207,0.24586678,0.0642593,0.05565034,-0.13686097,-0.011126638,-0.32134286,-0.105750844,-0.81383735,0.54821914,0.3923507,-0.05430929,0.035446383,0.045826506,0.00092127605,-0.05713652,-1.0898745,-0.23934492,-0.12591666,0.00028338123,-0.0097198635,0.0
-0.21478957,-0.010157271,-0.09151175,0.008325266,-0.015471643,-0.060022626,0.019801807,0.23645513,0.020729622,0.0027510982,-0.17004335,0.0007286846,0.022345576,-0.28666866,0.020795401,0.16826887,0.05207899,-0.33979857,0.7814353,-0.08555479,-0.33443013,-0.09772274,-0.06644129,-0.06857574,0.21844533,-0.11205004,-0.020303471,0.42824572,-1.2726141,-0.015271842,-0.040515885,0.031134764,0.0029575024,-0.12541778,0.41974336,0.12839034,-0.08453832,7.233865e-05,-0.0031611929,0.0
0.014082916,0.025379974,-0.106806196,-0.00263721,-0.00039808924,-0.043403294,0.012925201,0.12982245,0.008585823,0.0016164277,-0.17606568,0.00013681338,-0.04524445,-0.2059462,0.020285621,0.16591331,0.051649652,-0.3102518,0.0802253,0.21223122,-0.24809837,0.06837792,0.13578926,-0.008000735,0.39660177,-0.09979494,0.5497326,-0.60788083,1.4626842,0.07128606,-0.23650333,-0.033658832,0.0020659536,-0.067099184,0.07034978,0.20916674,-0.18744415,0.00025415904,-0.0051319795,0.0
0.042423923,0.004792479,-0.008025209,0.005659209,0.012613023,-0.042283468,0.036895767,-0.033252902,0.009748113,0.001591123,-0.13176222,0.00050706853,-0.002976802,-0.5828128,0.025585229,-0.018739961,0.012966382,0.12702069,-0.6383874,-0.014275273,-6.594394e-05,-0.012247705,-0.14000376,-0.048054367,-0.4198293,-0.10994541,0.27584696,-0.7685522,-1.2953542,-0.12415633,-0.20786299,0.062912755,0.0015983337,-0.07214887,0.83327574,-0.09064341,-0.3430852,0.00011443191,-0.0032285796,0.0
0.015331279,-0.11273173,0.012486758,0.0075713294,-0.045564227,-0.067242704,-0.08307145,0.15047137,-0.11963991,0.00245741,-0.1374245,0.0013576543,0.011919876,-0.43960577,0.023852881,-0.006107004,0.08041962,-0.20680943,0.7371158,0.20581064,0.034526844,-0.0046320017,-0.03296186,-0.016122684,0.30515993,-0.10048414,0.5211183,0.39689326,0.97676694,-0.01221087,-0.149054,0.067052536,0.0007080779,-0.05192083,1.3896887,-0.058823418,-0.2092588,0.00014365409,-0.005277305,0.0
-0.2585949,-0.030709624,-0.027601028,-0.02082999,0.03441871,-0.050580878,0.02948788,-0.117884085,-0.00188786,0.0021217198,0.12742329,0.0013646879,0.014247865,-0.020492036,0.022358967,0.10606886,-0.027865915,-0.25443718,-0.57508856,-0.06141318,-0.088918574,0.040898386,-0.063286535,-0.01145738,-0.16825904,-0.104018375,-0.32120308,-0.039230596,-1.2507132,-0.06545099,-0.13959,0.017996885,0.0034236114,-0.18119943,-1.1646895,-0.10757042,-0.26475626,9.501921e-05,-0.004955905,0.0
-0.078643106,0.059896093,-0.08800679,-0.007397446,-0.11618459,-0.041463695,-0.07548671,-0.13587442,0.008601825,0.0022721058,0.14689483,-0.006480083,-0.13832875,-0.32657734,0.019163288,0.09222635,0.07761488,-0.24651441,-0.307941,-0.24466535,-0.14115757,-0.020219851,-0.08829746,-0.029574635,-0.27653143,-0.09876164,0.018645559,0.12975527,-1.1202061,-0.091241814,-0.273006,0.02914509,0.0028572993,-0.17284064,0.04177814,-0.087986425,-0.49673378,9.501921e-05,-0.004127639,0.0
0.035087213,-0.016975546,0.068788655,-0.021042308,-0.010386238,-0.07710038,-0.17586356,0.20631357,0.009887488,0.0026823494,0.18456204,0.0006623877,0.019475657,-0.0132658435,0.024579577,0.066223,-0.064921945,0.14280437,-0.2587533,0.14630331,-0.4267672,0.04393225,-0.1468021,-0.088181436,0.046865318,-0.099609576,-0.31740066,-0.6181733,-0.97414213,0.014597649,-0.092894085,0.085020095,0.0007665425,-0.06932958,-1.1704404,0.023018815,-0.0005432293,0.00025415904,-0.0037464516,0.0
-0.093676664,0.026062137,-0.015118827,-0.0050036707,0.01286255,-0.055670865,-0.06552446,-0.16723728,0.0073281885,0.0018524772,-0.1301406,0.0003023733,0.03903558,1.5614212,-0.035087466,0.08129864,0.07530508,-0.23743327,0.08347244,-0.32394397,-0.22483145,-0.022170499,-0.050999917,-0.022324013,-0.18359184,-0.0899108,-0.2357635,-0.17029846,-0.7809715,-0.021025546,0.31989926,0.09144653,0.0041968795,-0.18578474,-0.60277116,-0.090901464,0.40299284,9.501921e-05,-0.0047217244,0.0
-0.123103194,-0.01951762,0.011197062,0.0076677995,0.0017074177,-0.07138051,-0.08936466,-0.047882676,0.00762615,0.0028097895,-0.17174914,0.0013393809,-0.029116059,0.052987114,0.0011932097,0.02408008,-0.03481779,0.12935983,0.26008436,-0.10097647,-0.23014705,-0.010074863,-0.062582605,-0.023505276,0.13868816,-0.11862842,0.41298527,-0.39301255,-1.2750026,-0.08928644,-0.044500448,0.07587428,0.004344759,-0.18477668,-1.0897511,0.20028996,-0.015451634,5.815976e-05,-0.0037143773,0.0
0.029406982,0.008745418,0.07206487,0.014056283,0.046132315,-0.05253716,0.026639327,-0.1301131,0.012425347,0.0020174694,0.15789992,0.0018129635,0.029718105,1.4539226,-0.06782309,0.10497388,-0.002293865,-0.2848267,-0.514279,-0.14125042,-0.39632505,-0.021945259,-0.061040137,-0.06902303,-0.047938142,-0.08801424,-0.6179605,-0.561585,-0.93802285,-0.061631776,0.39927995,-0.038346365,0.0039254716,-0.07662601,-0.5571791,-0.15540968,0.29802176,0.00025415904,-0.004788235,0.0
-0.053786542,-0.020148758,-0.11424898,0.009049116,0.04222004,0.03228365,0.02596177,-0.121688694,0.007692238,-0.039915107,0.13662235,-0.011689792,0.026337998,-0.36154392,0.017988482,0.08082386,0.07055988,-0.29303467,-0.5991579,-0.2581863,-0.48252425,0.037186123,-0.07298311,-0.029384673,-0.21539457,-0.102371916,-0.61814326,-0.62362146,-1.1987302,0.016381355,-0.32657322,0.042123124,0.0015683222,-0.06908719,0.1157183,-0.098885864,-0.19420537,0.00011443191,-0.0036674433,0.0
0.021581035,0.012745411,-0.009962306,0.008399274,-0.0054408996,0.03198472,0.02280002,-0.07169677,0.008356726,0.002082319,-0.14281645,0.0004206861,0.020953098,0.011927389,0.009110116,0.16248453,0.019792853,-0.37138733,-0.5311339,-0.26537552,-0.050965432,-0.019761372,0.013788559,0.03379142,-0.38921773,-0.09438174,-0.10875682,-0.815205,-0.9055881,-0.07593245,-0.08980715,-0.043588858,0.0015216705,-0.2425345,-1.1432271,-0.11299203,-0.012107928,9.501921e-05,-0.0030115729,0.0
-0.24531977,-0.0077112373,0.035225857,0.0074406858,0.04112078,-0.050109077,0.041025985,-0.13800608,-0.014135629,0.0016025667,-0.15265289,0.00061004946,0.017931772,0.038085897,0.026503224,0.15916227,0.06326018,-0.41426533,-0.39991257,-0.016275134,-0.12433104,0.0605589,-0.014554304,-0.0066885557,-0.1002955,-0.08762488,-0.24749248,1.4808277,-0.65538186,-0.031751413,-0.15978795,-0.03213797,0.0022713062,-0.21242265,-1.2901235,-0.09133159,-0.10032084,6.586846e-05,-0.0035099813,0.0
0.025500795,0.03320284,0.0822399,-0.0065816003,-0.0077792294,-0.04709706,0.05915151,0.06982019,0.014575847,0.0025794026,-0.16094469,0.00017925027,0.017702648,-0.3597851,-0.009436154,-0.027987136,0.010649705,0.13250187,-0.6131157,0.1086654,-0.15643978,0.05120251,-0.14410026,-0.002281067,-0.32224458,-0.1104982,0.035024103,-0.25187132,-1.2206305,-0.03924781,-0.044697024,-0.033246316,0.0023827096,-0.057178,0.13992193,-0.05779499,-0.05218134,0.00025415904,-0.0035107925,0.0
-0.13170712,0.00944016,0.006463191,0.008282647,0.031690873,0.04512734,0.020817295,-0.07360578,0.009029976,0.0017846576,0.17551014,0.005214219,0.03293746,-0.2834815,-0.007475195,0.16579844,0.017414715,-0.43396926,-0.27657002,0.19574153,-0.0051157842,0.013233543,0.11562661,-0.018902462,0.42710182,0.5915795,-0.6854572,-0.20340176,-0.15143846,-0.025692897,-0.060668297,-0.05990536,0.0010817322,-0.2155055,0.20119701,-0.17962837,-0.12553386,9.501921e-05,0.16301472,0.0
0.016539592,-0.06575311,0.09263583,0.011762325,-0.0064538848,-0.019036356,-0.14380068,0.33361265,0.0145723615,0.002902051,0.16218619,-0.011337614,0.028982326,0.035311542,0.039314356,0.07551639,-0.02439281,-0.22509624,-0.51242316,0.17520225,-0.019167714,-0.027378775,0.08239297,0.041621592,-0.4994329,-0.10577853,-0.81407803,-0.67242193,0.80808306,-0.060089424,0.17635435,0.091605075,-0.00035788017,-0.055362377,-1.0026122,-0.30500427,0.0556843,0.00011443191,-0.009184863,0.0
0.008906374,-0.008271084,0.082690805,0.007444174,0.034811847,0.051722422,0.03239798,-0.042060096,0.010695283,0.0018450206,-0.21757591,0.00025669252,-0.19580917,0.13184106,-0.003625651,-0.4757095,0.1803331,0.13114357,0.6671638,-0.13232692,-0.11580417,-0.037645794,0.0622474,0.016991012,-0.077802025,-0.10168688,0.6570527,-0.06996362,-0.5484052,0.01179104,-0.038875934,-0.029953834,0.0010750797,-0.027845256,-0.8356134,0.101396665,0.03729115,0.00025415904,-0.0029563408,0.0
-0.06278624,-0.09245701,0.0218291,0.008560592,-0.019737037,0.05193539,0.026913682,0.27233592,0.01649302,0.0023959095,-0.14734691,0.0006608612,-0.015297788,-0.02203754,0.023749774,0.18249904,0.05032565,-0.40127334,0.2397102,-0.09275292,-0.3317591,0.0010451518,-0.08194339,-0.046517618,-0.052868336,-0.11499638,-0.5698182,-0.07333318,-1.2678715,-0.06115088,-0.08254019,-0.031393275,0.0013206311,-0.08531071,-1.0875454,-0.122974545,-0.11673168,0.00011443191,-0.0038885684,0.0
0.044878967,0.06956538,0.06764822,-0.0058973436,-0.019226905,-0.04208979,0.036755,-0.048095595,0.020794474,0.0010078992,-0.10548922,0.00026433298,0.0152782565,-0.24340884,0.02068874,0.16090645,-0.005266766,-0.3822813,-0.6628399,-0.21449892,-0.15202478,0.012127382,-0.074729994,-0.0096714925,-0.58022183,-0.1036806,0.61993814,0.5064052,-1.3196014,-0.05016623,-0.23585938,-0.02985488,0.0033690778,-0.07357864,0.016081158,0.22248739,-0.34470332,0.00028338123,-0.0027260734,0.0
0.03441244,0.0022240342,-0.17762262,0.007722743,0.00271123,0.04683418,-0.10655292,-0.09647772,0.0043984135,0.0033493845,-0.22238642,0.00054629915,-0.090451114,-0.2521028,0.026508823,0.0309853,-0.024171395,0.15551168,0.33193824,-0.13276151,-0.122683994,-0.0096334815,0.10253169,-0.016614316,-0.12326618,-0.087976225,-0.108012035,-0.0033517978,0.8066477,0.029171765,-0.24829511,0.06354104,0.0027432176,-0.045757733,0.07873679,-0.08912829,-0.41492912,0.00011443191,-0.0052632526,0.0
-0.016452434,-0.005906489,0.051792365,0.0017181938,0.013363205,-0.036983863,0.023461305,0.01076249,0.008549643,0.0015016254,-0.13859646,0.00051973097,0.02641717,-0.55293393,0.025200482,0.017236352,-0.020620046,0.124474525,-0.63058096,-0.2549161,0.057551168,-0.013768467,-0.06989676,0.0010607792,-0.3624288,-0.10327272,1.0349913,-0.6446498,-1.3217669,-0.038224902,-0.19910784,-0.040698707,0.002785007,-0.056850623,0.774963,0.05525189,-0.30070558,0.00011443191,-0.002010111,0.0
-0.103931524,0.0149087235,-0.008138363,0.011433759,-0.0029088492,-0.08558673,0.027804242,-0.116848715,-0.0017837065,-0.04869255,0.31216305,0.00020146987,-0.01706537,-0.29018003,-0.025075948,0.18070288,0.062977605,-0.4097147,0.5148096,-0.1514772,-0.356979,-0.09203432,0.070116244,-0.024715558,-0.081217356,-0.11530989,0.25944468,-0.25360468,-1.0117006,-0.050581846,-0.06623541,-0.13487664,0.004806399,-0.07015739,0.19420853,0.11606656,0.028626012,0.00025415904,-0.0025164424,0.0
-0.08881385,0.0085368715,0.030456671,0.007743762,0.002619707,0.05480407,0.054034293,-0.11445663,0.009664579,0.00256411,-0.22588183,0.0014887834,0.03329574,1.456256,-0.054581556,-0.04062305,0.0011693933,0.1833944,-0.20894021,-0.116038606,-0.4028312,0.06070929,-0.03634901,0.009955755,0.023640657,-0.06668274,-0.2483479,0.030986443,-0.4383551,-0.012109002,0.2656941,-0.08486121,0.0006541626,-0.05193865,-0.6408701,-0.05141523,0.418134,0.00011443191,-0.00506052,0.0
-0.13440722,-0.000430413,-0.14324358,0.007987427,-0.0037315066,0.03732229,0.024244238,0.10617034,0.015856933,0.00272362,-0.1785087,0.0005379288,-0.08574946,-0.31442988,-0.012811214,-0.016559342,0.011770903,0.10357861,-0.58557266,-0.015379113,-0.16660728,0.09021603,-0.02325299,0.05817931,-0.32617664,-0.10325803,0.10450625,-0.7178172,-0.51177114,-0.096462905,-0.041181963,-0.03987216,-0.14499418,-0.046188656,0.10253692,-0.11646272,-0.030497888,0.00025415904,-0.003288308,0.0
-0.24580762,-0.10740893,0.011679028,0.00807237,-0.028174434,0.044145066,0.024256015,-0.13924141,-0.0010907623,0.0028776347,-0.14489391,0.0006759215,0.025156902,-0.3467557,0.025314052,0.17676283,0.018119747,-0.44426224,-0.3242498,-0.10135165,-0.026589798,0.013967938,-0.06310199,0.007914842,-0.3613922,-0.09826137,-0.25651297,0.19577836,-1.2745713,-0.04999453,-0.24082553,0.048570998,0.0029529578,-0.120988674,0.043816295,-0.11111513,-0.45875347,5.815976e-05,-0.0031593277,0.0
0.019267805,0.047134712,0.12750994,-0.016704088,0.039904278,0.054996926,0.045003843,-0.040082105,0.006926922,0.0025485673,0.19614533,0.00080039626,0.022321736,0.028594563,0.011529996,-0.024074694,0.009104714,0.15506494,-0.6580027,0.18172398,-0.121191666,-0.0055622244,-0.025145056,0.009384506,0.3068972,-0.08819168,-0.040979885,0.43882358,-0.2627955,-0.029377019,-0.053915966,-0.06021268,0.00090192794,-0.254867,-1.1289157,-0.08274169,0.010356707,0.000102727914,-0.004359504,0.0
0.04985203,0.0022194013,0.037059534,0.014734632,-0.024992542,0.033152588,0.04266613,0.12339563,0.017477792,-0.059407167,0.24334379,0.0016669318,0.018725414,0.11094042,0.019777637,-0.36577082,0.20875482,0.14163327,-0.7069388,0.24149464,0.013459734,-0.02526831,-0.0025250064,0.014912746,-0.51875883,-0.09854868,-0.019850943,0.54985183,1.1833966,-0.020695906,-0.058925565,-0.0442865,-0.00055246893,-0.039663102,-1.1873683,-0.11892182,-0.009504818,0.00028338123,-0.0052885385,0.0
0.0035404693,0.020417893,0.025017349,0.009058421,0.009045009,-0.055584878,-0.06030523,-0.13030928,0.006296081,0.0032373155,-0.18655226,0.0010848716,-0.021289693,1.4960746,-0.05205171,0.05013635,-0.08802566,0.13277331,-0.5095278,0.046415463,-0.01565487,0.043236025,-0.19239345,-0.028544774,-0.042549808,-0.09482876,-0.23716483,-0.162203,-0.9005822,-0.15177014,0.36983484,0.0867758,0.0023739357,-0.07413362,-0.6654676,-0.12036976,0.01712595,0.00011443191,-0.00468605,0.0
0.039056957,0.0018253198,0.08972913,0.012684866,-0.10177097,0.069223195,0.018383646,0.09356491,0.012623159,0.0021821763,0.20832291,0.002783622,0.03269943,-0.028679775,0.025392117,0.15828064,0.047663223,-0.38118204,0.03380398,-0.2562103,-0.37577692,0.0023353337,-0.07324102,-0.021336962,-0.14641249,-0.10481087,-0.24432033,-0.22129643,-1.199835,-0.0045558284,-0.057078246,-0.019159984,0.0013494163,-0.077611916,-1.1758096,-0.08415864,0.010072106,0.00011443191,-0.0020783895,0.0
0.0072178957,0.010492277,-0.0012478114,0.010700524,0.041746747,-0.018725842,0.023866426,0.2976651,0.016897617,0.0015955346,0.24276274,0.0018866144,-0.2030076,1.1371471,-0.06748421,0.20058878,0.0074756285,-0.38155717,0.24666415,0.21430303,-0.3124365,-0.072719455,-0.09139237,0.00094241515,-0.04511884,-0.09575005,0.43141988,-0.18289919,0.32309112,-0.048208408,0.31689212,-0.047183912,0.0023188533,-0.07816609,-0.81276304,0.11570587,0.40583986,6.340944e-05,-0.003822316,0.0
